"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Tolo Harbour and Channel","TM7","2021-10-18","1","Middle Water","1.2","0.025","6.7","93","6.3","9","27","0.05","0.014","<0.002","8","1.5","29.4","1.9","1","1.8","27.2","0.09","N/A","N/A","N/A","4.8","0.001","0.9"
"Tolo Harbour and Channel","TM7","2021-10-18","1","Bottom Water","1.4","0.017","6.7","67","4.4","23","84","0.11","0.009","<0.002","7.9","1.7","31.6","1.9","1.7","2.1","27.6","0.14","N/A","N/A","N/A","5.3","<0.001","1"
"Tolo Harbour and Channel","TM7","2021-11-11","1","Surface Water","2.8","0.028","3.9","83","5.8","<1","<1","0.007","<0.002","0.003","7.7","0.6","31.5","2.9","0.6","11","24.4","0.04","0.38","0.39","0.07","6.8","<0.001","3.6"
"Tolo Harbour and Channel","TM7","2021-11-11","1","Middle Water","1.5","0.03","4.2","79","5.6","<1","1","0.01","<0.002","0.004","7.7","0.9","31.5","2.9","0.61","2","24.1","0.04","0.27","0.28","0.06","5.1","<0.001","0.9"
"Tolo Harbour and Channel","TM7","2021-11-11","1","Bottom Water","1.5","0.028","4.2","69","4.7","<1","3","0.008","<0.002","<0.002","7.6","0.5","32.6","2.9","0.62","1.9","25.1","0.04","0.27","0.28","0.04","5.2","<0.001","1"
"Tolo Harbour and Channel","TM7","2021-12-15","1","Surface Water","1.6","0.02","4.1","82","6","3","5","<0.002","<0.002","0.006","7.7","0.7","33","2.5","0.14","1.9","21.2","0.02","0.72","0.72","<0.02","5.8","<0.001","1"
"Tolo Harbour and Channel","TM7","2021-12-15","1","Middle Water","1.5","0.025","6.2","87","6.4","3","6","<0.002","<0.002","0.005","7.7","0.5","33.2","2.5","0.14","2.5","21.1","0.03","0.63","0.63","<0.02","5.3","<0.001","0.9"
"Tolo Harbour and Channel","TM7","2021-12-15","1","Bottom Water","0.9","0.023","3.4","67","4.9","1","1","<0.002","<0.002","0.005","7.6","0.9","33.7","2.5","0.56","3.2","20.9","0.03","0.57","0.57","0.02","6.7","<0.001","1"
"Tolo Harbour and Channel","TM8","2021-02-26","1","Surface Water","1.2","0.025","0.9","70","5.2","<1","<1","0.004","<0.002","0.003","8","<0.2","31.9","6.3","0.86","<0.5","20.6","0.03","0.69","0.7","0.05","2.8","<0.001","<0.5"
"Tolo Harbour and Channel","TM8","2021-02-26","1","Middle Water","1.7","0.039","3.3","72","5.5","1","2","0.006","<0.002","0.003","8","<0.2","31.9","6.3","0.73","1.3","19.5","0.05","0.76","0.77","0.04","2.3","0.001","1.3"
"Tolo Harbour and Channel","TM8","2021-02-26","1","Bottom Water","0.8","0.068","1.5","62","4.8","<1","<1","0.003","0.005","0.003","7.8","<0.2","32.2","6.3","1.1","0.8","18.6","0.08","0.43","0.44","0.04","2.9","0.001","0.7"
"Tolo Harbour and Channel","TM8","2021-03-17","1","Surface Water","1.1","0.027","1.8","71","5.1","<1","<1","<0.002","<0.002","0.004","7.9","<0.2","31.8","2.7","1.4","0.8","22.2","0.03","0.24","0.24","0.05","4","<0.001","0.8"
"Tolo Harbour and Channel","TM8","2021-03-17","1","Middle Water","1.3","0.036","2.5","72","5.4","<1","<1","<0.002","<0.002","0.005","7.9","<0.2","32.3","2.7","1.2","2.7","20.5","0.04","0.17","0.17","0.04","2.5","<0.001","1.6"
"Tolo Harbour and Channel","TM8","2021-03-17","1","Bottom Water","1.6","0.036","3.3","66","4.9","<1","<1","<0.002","<0.002","0.007","7.8","<0.2","32.4","2.7","1.1","1.7","20.3","0.04","0.71","0.71","0.07","3","<0.001","1.6"
"Tolo Harbour and Channel","TM8","2021-04-23","1","Surface Water","0.5","0.031","2.7","68","4.7","<1","<1","<0.002","<0.002","0.006","7.6","<0.2","32.8","3.8","1.2","1.6","25.1","0.04","0.45","0.45","0.03","2.4","<0.001","0.7"
"Tolo Harbour and Channel","TM8","2021-04-23","1","Middle Water","0.7","0.034","3.5","71","5","<1","<1","<0.002","<0.002","0.004","7.6","<0.2","33.4","3.8","0.9","1.4","23.8","0.04","0.64","0.64","0.04","2.5","<0.001","0.9"
"Tolo Harbour and Channel","TM8","2021-04-23","1","Bottom Water","0.1","0.052","2.2","62","4.4","<1","<1","<0.002","<0.002","0.018","7.6","0.2","33.6","3.8","0.98","2.6","23.5","0.06","0.63","0.63","0.03","3.9","<0.001","0.7"
"Tolo Harbour and Channel","TM8","2021-05-21","1","Surface Water","0.7","0.025","2.5","126","8.1","<1","<1","<0.002","<0.002","0.006","7.5","<0.2","33.3","3.6","0.38","1.5","28.6","0.03","N/A","N/A","N/A","4.6","<0.001","0.8"
"Tolo Harbour and Channel","TM8","2021-05-21","1","Middle Water","0.5","0.028","3.2","63","4.2","<1","<1","<0.002","<0.002","0.006","7.5","0.3","33.9","3.6","0.51","1.9","25.8","0.03","N/A","N/A","N/A","2.5","<0.001","0.9"
"Tolo Harbour and Channel","TM8","2021-05-21","1","Bottom Water","0.2","0.081","1.7","46","3.2","<1","<1","<0.002","0.005","0.009","7.4","<0.2","34","3.6","0.95","2","25.2","0.09","N/A","N/A","N/A","5.8","<0.001","0.7"
"Tolo Harbour and Channel","TM8","2021-06-03","1","Surface Water","<0.1","0.03","0.6","74","4.8","10","10","<0.002","<0.002","0.005","7.6","<0.2","33.4","6.2","0.16","1.1","28.7","0.03","N/A","N/A","N/A","3.2","<0.001","<0.5"
"Tolo Harbour and Channel","TM8","2021-06-03","1","Middle Water","<0.1","0.036","0.8","61","4.2","<1","<1","0.004","0.004","0.006","7.5","0.5","34","6.2","0.35","2.3","24.9","0.04","N/A","N/A","N/A","2.5","<0.001","0.8"
"Tolo Harbour and Channel","TM8","2021-06-03","1","Bottom Water","<0.1","0.054","0.9","46","3.3","<1","<1","0.034","0.02","0.013","7.4","<0.2","34.2","6.2","0.73","1.7","23.2","0.11","N/A","N/A","N/A","4","<0.001","<0.5"
"Tolo Harbour and Channel","TM8","2021-07-16","1","Surface Water","1","0.018","2.1","69","4.3","<1","<1","<0.002","<0.002","<0.002","7.5","<0.2","32.3","3.8","0.11","1.7","31.9","0.02","N/A","N/A","N/A","4.3","<0.001","0.9"
"Tolo Harbour and Channel","TM8","2021-07-16","1","Middle Water","0.7","0.028","3.4","59","4","<1","<1","0.004","<0.002","0.008","7.2","1.2","33.9","3.8","0.5","1.4","25.8","0.03","N/A","N/A","N/A","2.7","<0.001","<0.5"
"Tolo Harbour and Channel","TM8","2021-07-16","1","Bottom Water","0.1","0.018","3.7","28","2","<1","2","0.1","0.013","0.024","7.1","<0.2","34.4","3.8","1.4","3","24","0.13","N/A","N/A","N/A","3.7","<0.001","<0.5"
"Tolo Harbour and Channel","TM8","2021-08-20","1","Surface Water","1.5","0.018","1.9","68","4.3","<1","<1","<0.002","<0.002","<0.002","7.6","<0.2","30.2","2.7","0.2","1.7","30","0.02","N/A","N/A","N/A","3.3","<0.001","1.1"
"Tolo Harbour and Channel","TM8","2021-08-20","1","Middle Water","0.8","0.04","2.4","48","3.4","<1","<1","<0.002","<0.002","0.007","7.2","0.3","34.2","2.7","0.78","1.1","23.8","0.04","N/A","N/A","N/A","2.8","<0.001","0.9"
"Tolo Harbour and Channel","TM8","2021-08-20","1","Bottom Water","0.3","0.024","1.3","26","1.8","<1","<1","0.085","0.007","0.027","7.2","<0.2","34.4","2.7","1.4","1.4","22.7","0.12","N/A","N/A","N/A","3.3","<0.001","<0.5"
"Tolo Harbour and Channel","TM8","2021-09-16","1","Surface Water","1.8","0.019","4.1","92","5.8","<1","<1","0.022","<0.002","<0.002","8.2","<0.2","32.1","2.6","0.66","1.7","31.1","0.04","N/A","N/A","N/A","4.5","0.002","0.9"
"Tolo Harbour and Channel","TM8","2021-09-16","1","Middle Water","1.1","0.084","3.6","66","4.2","1","1","0.028","0.003","0.044","7.7","0.5","34.3","2.6","2.1","2.2","23.5","0.12","N/A","N/A","N/A","2.9","0.002","0.7"
"Tolo Harbour and Channel","TM8","2021-09-16","1","Bottom Water","0.6","0.092","2.5","58","3.3","<1","<1","0.092","0.007","0.061","7.7","0.4","34.3","2.6","2.6","2.3","23","0.19","N/A","N/A","N/A","2.2","0.002","0.5"
"Tolo Harbour and Channel","TM8","2021-10-18","1","Surface Water","1.5","0.014","6.9","78","5.5","1","14","0.049","0.005","<0.002","8.2","1.9","25.4","2.3","0.81","9","25.7","0.07","N/A","N/A","N/A","6.8","<0.001","2.6"
"Tolo Harbour and Channel","TM8","2021-10-18","1","Middle Water","1.5","0.018","7.3","84","5.6","<1","2","0.041","0.004","<0.002","8","1.1","31.5","2.3","0.72","2","27.2","0.06","N/A","N/A","N/A","5","<0.001","1"
"Tolo Harbour and Channel","TM8","2021-10-18","1","Bottom Water","0.6","0.025","3.2","85","5.6","<1","1","0.018","0.049","0.007","7.9","1.3","32.1","2.3","1","1.7","27","0.09","N/A","N/A","N/A","6.6","0.001","0.6"
"Tolo Harbour and Channel","TM8","2021-11-11","1","Surface Water","1.4","0.03","3.9","82","5.7","<1","<1","0.02","<0.002","0.003","7.7","0.8","31.8","2.8","0.53","10","24.6","0.05","0.35","0.37","0.06","6.9","<0.001","2.8"
"Tolo Harbour and Channel","TM8","2021-11-11","1","Middle Water","1","0.032","1.6","87","6","<1","<1","0.007","0.006","0.005","7.6","<0.2","32.9","2.8","0.53","3.3","24.4","0.05","0.3","0.31","0.08","5.3","<0.001","1"
"Tolo Harbour and Channel","TM8","2021-11-11","1","Bottom Water","1.3","0.032","3.8","87","6","<1","<1","0.008","<0.002","0.003","7.6","0.7","33","2.8","0.5","2.3","24.4","0.04","0.19","0.2","0.04","8.2","<0.001","1"
"Tolo Harbour and Channel","TM8","2021-12-15","1","Surface Water","1.1","0.034","2.9","81","5.9","<1","<1","<0.002","<0.002","0.005","7.7","0.4","33.2","2.8","0.15","1","21.4","0.04","0.91","0.91","<0.02","5.6","<0.001","0.7"
"Tolo Harbour and Channel","TM8","2021-12-15","1","Middle Water","0.9","0.029","2.4","92","6.8","<1","<1","<0.002","<0.002","0.003","7.7","0.4","33.7","2.8","0.27","1","20.8","0.03","0.57","0.57","<0.02","5.3","<0.001","<0.5"
"Tolo Harbour and Channel","TM8","2021-12-15","1","Bottom Water","0.5","0.038","1.3","78","5.7","1","1","<0.002","0.014","0.004","7.7","0.9","33.8","2.8","0.7","5","20.9","0.05","0.53","0.55","0.03","7.5","<0.001","1"
"Tolo Harbour and Channel","TT1","2021-03-17","1","Surface Water","1.6","0.037","7.9","73","5.2","22","39","0.022","<0.002","0.005","7.9","2.2","30.7","2.2","1","1.3","23.5","0.06","0.78","0.8","0.03","2.6","0.001","1.2"
"Tolo Harbour and Channel","TT1","2021-03-17","1","Middle Water","1.5","0.038","7.7","76","5.4","11","26","0.017","0.003","0.005","7.9","1.8","31.2","2.2","1.1","1.5","22.7","0.06","0.83","0.85","0.03","2.7","0.001","0.9"
"Tolo Harbour and Channel","TT1","2021-03-17","1","Bottom Water","1.7","0.043","9.2","78","5.7","27","35","0.015","<0.002","0.005","7.8","0.8","31.6","2.2","1.2","1.8","21.5","0.06","0.61","0.63","0.02","2.8","<0.001","0.9"
"Tolo Harbour and Channel","TT1","2021-05-21","1","Surface Water","2.1","0.068","8.8","157","10","1","1","<0.002","<0.002","0.005","7.5","1.9","33","2.6","0.34","1.8","29.5","0.07","N/A","N/A","N/A","5.4","0.001","1.6"
"Tolo Harbour and Channel","TT1","2021-05-21","1","Middle Water","1.7","0.057","7.4","65","4.2","2","7","0.002","<0.002","0.006","7.4","1.5","33","2.6","0.36","1.6","29.2","0.06","N/A","N/A","N/A","3.2","<0.001","1.3"
"Tolo Harbour and Channel","TT1","2021-05-21","1","Bottom Water","1.3","0.054","7.6","62","4.1","3","7","<0.002","<0.002","0.005","7.3","2.9","33.6","2.6","0.52","1.6","27.4","0.06","N/A","N/A","N/A","5","<0.001","1"
"Tolo Harbour and Channel","TT1","2021-06-03","1","Surface Water","1.7","0.069","6.5","74","4.8","20","46","<0.002","<0.002","0.008","7.5","2.7","32.9","2.4","0.91","3","28","0.07","N/A","N/A","N/A","3.5","0.001","1.3"
"Tolo Harbour and Channel","TT1","2021-06-03","1","Middle Water","1.3","0.073","6.5","76","4.9","<1","14","<0.002","<0.002","0.008","7.5","2.4","33","2.4","0.93","1.2","27.9","0.08","N/A","N/A","N/A","2.9","0.001","1.2"
"Tolo Harbour and Channel","TT1","2021-06-03","1","Bottom Water","1.5","0.072","5.4","74","4.9","3","14","0.005","<0.002","0.008","7.4","2.7","33.5","2.4","1.1","2.4","27.2","0.08","N/A","N/A","N/A","3.5","<0.001","1.2"
"Tolo Harbour and Channel","TT1","2021-07-16","1","Surface Water","0.9","0.054","3.8","68","4.2","120","350","0.025","<0.002","<0.002","7.5","0.5","32.1","2.8","0.41","4.6","32.3","0.08","N/A","N/A","N/A","3.1","0.001","1.5"
"Tolo Harbour and Channel","TT1","2021-07-16","1","Middle Water","1.1","0.05","4.5","67","4.1","47","98","0.014","<0.002","<0.002","7.5","0.7","32.1","2.8","0.39","3.4","32.3","0.07","N/A","N/A","N/A","3.2","0.001","1.4"
"Tolo Harbour and Channel","TT1","2021-07-16","1","Bottom Water","1.1","0.05","4.8","65","4","55","95","0.013","<0.002","0.004","7.4","1.2","32.2","2.8","0.49","12","32.1","0.07","N/A","N/A","N/A","3.4","<0.001","2.3"
"Tolo Harbour and Channel","TT1","2021-09-16","1","Surface Water","1.6","0.041","6.7","86","5.3","4","16","0.013","<0.002","<0.002","8.1","1.3","32.1","2.6","0.69","8.6","31","0.06","N/A","N/A","N/A","12.1","0.003","1.8"
"Tolo Harbour and Channel","TT1","2021-09-16","1","Middle Water","1.9","0.03","8.3","83","5.2","4","12","0.011","<0.002","<0.002","7.9","1.3","32.6","2.6","0.73","2.6","30","0.04","N/A","N/A","N/A","3.9","0.001","1.1"
"Tolo Harbour and Channel","TT1","2021-09-16","1","Bottom Water","1.5","0.074","6.2","80","5.2","8","15","0.013","<0.002","0.022","7.8","2","33.5","2.6","1.5","2.8","28","0.09","N/A","N/A","N/A","10","0.003","1.1"
"Tolo Harbour and Channel","TT1","2021-11-11","1","Surface Water","1.5","0.047","4.3","90","6.2","2","5","0.012","0.005","0.003","7.6","0.7","31.4","3.3","0.88","2.7","25.1","0.06","0.56","0.58","0.07","5.8","<0.001","1.4"
"Tolo Harbour and Channel","TT1","2021-11-11","1","Middle Water","2.7","0.053","5.2","67","4.6","9","14","0.011","0.005","0.003","7.6","1.5","31.4","3.3","0.88","1.8","25","0.07","0.66","0.68","0.09","5.3","<0.001","1.6"
"Tolo Harbour and Channel","TT1","2021-11-11","1","Bottom Water","1.8","0.054","4.9","55","3.7","6","11","0.013","0.006","0.003","7.4","1.7","32.1","3.3","0.91","2.4","25.9","0.07","0.39","0.41","0.06","6.1","<0.001","1.6"
"Victoria Harbour","VM1","2021-02-24","1","Surface Water","1","0.094","0.9","68","5.1","3","7","0.031","0.007","0.01","7.7","0.5","32.6","3.6","0.44","0.7","19.8","0.13","0.51","0.55","0.05","2.5","0.002","<0.5"
"Victoria Harbour","VM1","2021-02-24","1","Middle Water","1.2","0.087","0.5","71","5.3","15","28","0.035","0.007","0.01","7.7","0.7","32.7","3.6","0.44","6.9","19.8","0.13","0.44","0.48","0.1","2.6","0.001","1.4"
"Victoria Harbour","VM1","2021-02-24","1","Bottom Water","0.9","0.06","0.6","68","5.1","11","30","0.018","0.003","0.009","7.7","0.4","33.2","3.6","0.47","1.3","19.9","0.08","0.36","0.38","0.3","3.3","<0.001","0.7"
"Victoria Harbour","VM1","2021-03-03","1","Surface Water","0.5","0.094","0.7","64","4.8","40","92","0.034","0.008","0.011","7.7","<0.2","32.7","3","0.52","1.9","20.1","0.14","0.83","0.87","0.06","3.7","0.002","0.6"
"Victoria Harbour","VM1","2021-03-03","1","Middle Water","0.6","0.086","0.8","69","5.1","10","40","0.03","0.008","0.011","7.7","<0.2","32.8","3","0.51","2.9","20.2","0.12","0.59","0.63","0.06","3.5","0.001","0.9"
"Victoria Harbour","VM1","2021-03-03","1","Bottom Water","0.7","0.083","0.6","68","5.1","88","140","0.026","0.009","0.013","7.7","0.6","32.9","3","0.52","3.2","20.2","0.12","0.69","0.73","0.05","4","0.001","0.5"
"Victoria Harbour","VM1","2021-04-12","1","Surface Water","0.6","0.06","1.9","67","4.7","29","69","0.069","0.009","0.023","7.5","0.5","33.3","3.8","0.5","1.6","23.7","0.14","0.41","0.49","0.06","2.9","<0.001","<0.5"
"Victoria Harbour","VM1","2021-04-12","1","Middle Water","0.4","0.056","2.7","75","5.3","110","210","0.022","0.003","0.013","7.5","<0.2","33.6","3.8","0.47","1.9","23.3","0.08","0.69","0.72","0.05","2.9","<0.001","<0.5"
"Victoria Harbour","VM1","2021-04-12","1","Bottom Water","0.4","0.047","1.5","62","4.4","70","250","0.019","0.003","0.014","7.5","<0.2","33.6","3.8","0.49","2.1","23.3","0.07","0.62","0.64","0.06","3.1","<0.001","0.6"
"Victoria Harbour","VM1","2021-05-03","1","Surface Water","0.4","0.12","1.9","67","4.7","220","570","0.072","0.009","0.017","7.4","0.6","33.2","2.7","0.51","0.9","24.5","0.2","0.88","0.96","0.08","4.3","0.001","0.6"
"Victoria Harbour","VM1","2021-05-03","1","Middle Water","0.4","0.067","1.5","74","5.1","11","24","0.035","0.007","0.013","7.4","<0.2","33.7","2.7","0.43","1.4","24.3","0.11","0.94","0.98","0.04","3.9","<0.001","1.3"
"Victoria Harbour","VM1","2021-05-03","1","Bottom Water","0.2","0.041","1","67","4.6","9","23","0.013","0.008","0.012","7.4","0.4","33.8","2.7","0.4","2","24.2","0.06","0.38","0.4","0.06","4.9","<0.001","0.5"
"Victoria Harbour","VM1","2021-06-17","1","Surface Water","0.9","0.21","1","80","6","170","370","0.18","0.055","0.031","7.4","0.9","29.5","2.4","1.5","2.1","28.4","0.45","N/A","N/A","N/A","1.7","0.003","<0.5"
"Victoria Harbour","VM1","2021-06-17","1","Middle Water","0.4","0.054","0.3","50","3.4","120","180","0.064","0.049","0.019","7.5","0.2","33.7","2.4","1.1","4.4","25.1","0.17","N/A","N/A","N/A","5.2","<0.001","0.5"
"Victoria Harbour","VM1","2021-06-17","1","Bottom Water","<0.1","0.025","0.8","43","2.9","40","78","0.032","0.048","0.02","7.5","<0.2","34","2.4","0.93","6","24.4","0.11","N/A","N/A","N/A","7.3","<0.001","0.6"
"Victoria Harbour","VM1","2021-07-02","1","Surface Water","1.2","0.098","8.5","78","5.3","350","620","0.3","0.11","0.02","7.2","6.3","28.4","2","1.6","3.5","27.2","0.51","N/A","N/A","N/A","4","<0.001","0.9"
"Victoria Harbour","VM1","2021-07-02","1","Middle Water","0.3","0.025","2.4","53","4","150","280","0.095","0.066","0.014","7.2","1.8","33.9","2","1.1","0.6","23.9","0.19","N/A","N/A","N/A","5.2","<0.001","<0.5"
"Victoria Harbour","VM1","2021-07-02","1","Bottom Water","0.1","0.014","1","41","2.9","120","240","0.052","0.051","0.013","7.2","0.9","34.3","2","0.9","1.9","23.7","0.12","N/A","N/A","N/A","5","<0.001","0.8"
"Victoria Harbour","VM1","2021-08-12","1","Surface Water","0.8","0.096","8.4","71","5.9","120","460","0.12","0.039","0.004","7.3","0.6","32.4","2.4","0.64","3.3","25.3","0.26","N/A","N/A","N/A","4.5","<0.001","1.4"
"Victoria Harbour","VM1","2021-08-12","1","Middle Water","0.4","0.05","2.7","46","3.5","180","420","0.065","0.017","0.006","7.3","2.8","33.9","2.4","0.76","8.3","23.3","0.13","N/A","N/A","N/A","6.7","<0.001","1.9"
"Victoria Harbour","VM1","2021-08-12","1","Bottom Water","0.2","0.033","3.3","40","2.8","150","320","0.071","0.021","0.016","7.3","0.7","34.1","2.4","0.8","9.1","22.9","0.13","N/A","N/A","N/A","7.4","<0.001","1.6"
"Victoria Harbour","VM1","2021-09-10","1","Surface Water","1.5","0.079","4.2","81","5.9","88","110","0.18","0.016","0.013","7.4","1.3","32.5","2.7","0.71","1.2","27.4","0.28","N/A","N/A","N/A","4.4","0.001","0.6"
"Victoria Harbour","VM1","2021-09-10","1","Middle Water","1.5","0.075","4.2","56","3.8","83","90","0.16","0.015","0.014","7.3","1","32.7","2.7","0.7","1.6","26.3","0.25","N/A","N/A","N/A","4.7","<0.001","0.7"
"Victoria Harbour","VM1","2021-09-10","1","Bottom Water","1.3","0.075","3.7","35","2.4","69","80","0.15","0.02","0.004","7.2","1.2","33.5","2.7","0.72","8.8","24.7","0.25","N/A","N/A","N/A","7.3","<0.001","1.5"
"Victoria Harbour","VM1","2021-10-23","1","Surface Water","0.3","0.037","1.1","79","5.3","640","3200","<0.002","0.051","0.006","7.8","<0.2","32.6","2.1","1.1","11","26.5","0.09","N/A","N/A","N/A","8.5","0.001","2"
"Victoria Harbour","VM1","2021-10-23","1","Middle Water","<0.1","0.033","0.6","84","5.6","490","930","0.048","0.058","0.013","7.9","0.2","32.8","2.1","1","5.2","26.6","0.14","N/A","N/A","N/A","7","0.001","0.8"
"Victoria Harbour","VM1","2021-10-23","1","Bottom Water","<0.1","0.026","1.2","86","5.7","1200","4300","0.043","0.055","0.01","7.9","<0.2","32.9","2.1","1","5.5","26.6","0.12","N/A","N/A","N/A","8.8","0.001","1"
"Victoria Harbour","VM1","2021-11-10","1","Surface Water","1","0.087","4.6","85","5.8","190","440","0.1","0.042","0.015","7.5","<0.2","32.8","2.7","0.7","3.8","25.2","0.23","0.22","0.36","0.07","6.1","0.001","1"
"Victoria Harbour","VM1","2021-11-10","1","Middle Water","1.1","0.083","2.7","90","6.1","120","340","0.1","0.042","0.013","7.6","<0.2","33","2.7","0.71","3","25.1","0.23","0.16","0.3","0.07","6.3","0.001","0.7"
"Victoria Harbour","VM1","2021-11-10","1","Bottom Water","1","0.084","3.2","91","6.2","380","640","0.096","0.041","0.013","7.6","0.8","33.1","2.7","0.72","4","25","0.22","0.64","0.78","0.08","7","0.001","1.1"
"Victoria Harbour","VM1","2021-12-23","1","Surface Water","0.4","0.059","<0.2","83","6.1","230","490","0.079","0.029","0.019","6.8","<0.2","33.5","2.4","0.89","9","20.5","0.17","0.47","0.58","0.03","10.4","<0.001","3.1"
"Victoria Harbour","VM1","2021-12-23","1","Middle Water","0.5","0.067","0.3","85","6.3","230","540","0.081","0.03","0.019","7.1","<0.2","33.6","2.4","0.91","3","20.5","0.18","0.39","0.5","0.03","6.2","<0.001","<0.5"
"Victoria Harbour","VM1","2021-12-23","1","Bottom Water","0.4","0.057","0.4","87","6.4","220","340","0.066","0.027","0.017","7.3","0.4","33.7","2.4","0.85","4.2","20.5","0.15","0.82","0.91","0.04","7.6","<0.001","<0.5"
"Victoria Harbour","VM12","2021-02-24","1","Surface Water","1.7","0.23","4.3","68","5.1","610","1100","0.079","0.008","0.014","7.8","2.3","31.4","2","0.41","8.5","20.1","0.32","0.58","0.67","0.06","4.7","0.005","6"
"Victoria Harbour","VM12","2021-02-24","1","Middle Water","1.5","0.23","4.4","68","5.1","730","2000","0.079","0.009","0.017","7.8","1.5","31.6","2","0.44","6.9","20","0.32","0.51","0.6","0.13","4.4","0.004","1.5"
"Victoria Harbour","VM12","2021-02-24","1","Bottom Water","1.2","0.27","1.9","92","7","1900","4500","0.073","0.01","0.02","7.8","1.7","31.8","2","0.5","3.7","19.9","0.35","0.56","0.64","0.26","5.7","0.005","0.9"
"Victoria Harbour","VM12","2021-03-03","1","Surface Water","0.7","0.24","0.9","67","5","640","1200","0.093","0.012","0.022","7.7","<0.2","31.7","2.2","0.65","10","20.5","0.35","1.1","1.21","0.08","4.2","0.004","2"
"Victoria Harbour","VM12","2021-03-03","1","Middle Water","0.8","0.22","1","57","4.3","600","1300","0.086","0.013","0.021","7.7","<0.2","31.8","2.2","0.65","4.6","20.5","0.32","0.79","0.89","0.08","5","0.003","1"
"Victoria Harbour","VM12","2021-03-03","1","Bottom Water","0.6","0.23","0.6","68","5.1","2000","2800","0.085","0.013","0.025","7.7","<0.2","32","2.2","0.67","5.3","20.5","0.33","0.67","0.77","0.05","4.5","0.004","0.8"
"Victoria Harbour","VM12","2021-04-12","1","Surface Water","1","0.19","2","74","5.1","40","60","0.1","0.006","0.021","7.5","<0.2","32.4","2.8","0.66","4.3","24.3","0.3","0.96","1.07","0.06","4.6","0.003","0.9"
"Victoria Harbour","VM12","2021-04-12","1","Middle Water","0.6","0.2","2.2","59","4.1","70","150","0.098","0.006","0.022","7.5","<0.2","32.4","2.8","0.64","3.7","24.2","0.3","1.1","1.2","0.06","4.4","0.003","0.7"
"Victoria Harbour","VM12","2021-04-12","1","Bottom Water","0.9","0.21","2.1","58","4.1","360","960","0.12","0.007","0.021","7.5","<0.2","32.5","2.8","0.58","2.9","23.8","0.34","1.3","1.43","0.07","3.5","0.003","0.8"
"Victoria Harbour","VM12","2021-05-03","1","Surface Water","0.7","0.19","2.5","67","4.7","340","800","0.17","0.022","0.022","7.4","<0.2","30.8","2.2","0.83","4.8","25","0.38","1.1","1.29","0.05","5","0.002","0.8"
"Victoria Harbour","VM12","2021-05-03","1","Middle Water","0.6","0.2","1","59","4.1","340","970","0.17","0.021","0.023","7.4","1","31.3","2.2","0.77","8.4","24.9","0.39","0.97","1.16","0.06","5.7","0.002","1.2"
"Victoria Harbour","VM12","2021-05-03","1","Bottom Water","0.5","0.2","1.3","61","4.2","360","1100","0.13","0.017","0.022","7.4","1.6","32.3","2.2","0.72","9.2","24.7","0.35","0.79","0.94","0.09","38.7","0.002","1.3"
"Victoria Harbour","VM12","2021-06-17","1","Surface Water","0.7","0.16","0.7","76","5","190","520","0.26","0.066","0.026","7.5","0.9","27.4","2.5","2","3.5","28.9","0.49","N/A","N/A","N/A","4.1","0.003","0.7"
"Victoria Harbour","VM12","2021-06-17","1","Middle Water","0.5","0.22","1","56","3.7","410","810","0.25","0.063","0.032","7.4","<0.2","29","2.5","1.9","3.4","28.3","0.53","N/A","N/A","N/A","4.6","0.003","0.5"
"Victoria Harbour","VM12","2021-06-17","1","Bottom Water","0.4","0.2","0.8","52","3.5","460","780","0.17","0.055","0.031","7.5","0.7","29.9","2.5","1.6","4.1","27.9","0.43","N/A","N/A","N/A","4.6","0.003","0.5"
"Victoria Harbour","VM12","2021-07-02","1","Surface Water","1","0.061","9.3","69","4.6","290","710","0.43","0.13","0.019","7.3","3","26.5","2.6","2.1","1.3","27.9","0.62","N/A","N/A","N/A","3.6","<0.001","0.6"
"Victoria Harbour","VM12","2021-07-02","1","Middle Water","0.5","0.075","2.5","57","3.9","3800","7100","0.32","0.12","0.026","7.2","2.2","28.5","2.6","2.1","0.7","26.5","0.52","N/A","N/A","N/A","4.7","<0.001","<0.5"
"Victoria Harbour","VM12","2021-07-02","1","Bottom Water","0.6","0.04","5.6","51","3.5","1200","2000","0.44","0.13","0.022","7.2","1.4","31.8","2.6","2.3","0.8","25.4","0.61","N/A","N/A","N/A","6.1","<0.001","<0.5"
