"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"North Western","NM3","2019-08-17","1","Surface Water","0.7","0.006","2.2","82","5.7","20","73","0.76","0.15","0.032","8","1.5","18.9","1.5","5.1","7.7","29.6","0.92","0.32","1.23","0.04","3.4","<0.001","1.6"
"North Western","NM3","2019-08-17","1","Middle Water","0.5","0.034","3.2","66","4.5","49","130","0.56","0.1","0.024","8","1.1","24.1","1.5","3.6","11","28.7","0.69","0.17","0.83","0.04","4.6","0.002","2"
"North Western","NM3","2019-08-17","1","Bottom Water","0.5","0.044","2.4","52","3.5","75","90","0.36","0.07","0.021","8","1.3","29.2","1.5","2.6","18","27.2","0.47","0.18","0.61","0.05","7.3","0.002","3"
"North Western","NM3","2019-09-04","1","Surface Water","0.4","0.029","0.9","85","5.9","520","1200","0.34","0.15","0.034","7.9","0.5","24.8","2.1","1.8","12","27.7","0.52","0.55","1.04","0.05","7.3","0.001","1.7"
"North Western","NM3","2019-09-04","1","Middle Water","0.3","0.062","0.5","70","4.8","420","980","0.35","0.14","0.033","7.9","1.2","25","2.1","2","31","27.6","0.55","0.32","0.81","0.06","10.8","0.003","3.7"
"North Western","NM3","2019-09-04","1","Bottom Water","0.3","0.047","0.4","70","4.8","500","2000","0.36","0.14","0.034","7.9","1.9","25.1","2.1","2","31","27.6","0.55","0.35","0.85","0.07","12.2","0.002","4.2"
"North Western","NM3","2019-10-11","1","Surface Water","0.6","0.026","3.8","84","5.4","24","77","0.25","0.14","0.015","7.9","<0.2","28.8","2.1","2.1","18","29.5","0.42","0.24","0.63","0.04","5.4","0.001","3"
"North Western","NM3","2019-10-11","1","Middle Water","0.5","0.084","2.8","79","5.1","17","48","0.23","0.14","0.025","7.8","<0.2","29.9","2.1","2","14","29.2","0.45","0.2","0.57","0.05","6.1","0.003","3.6"
"North Western","NM3","2019-10-11","1","Bottom Water","0.5","0.039","2.8","71","4.6","23","52","0.21","0.14","0.028","7.8","<0.2","30.1","2.1","2","22","29.2","0.39","0.59","0.94","0.05","7.8","0.001","4.8"
"North Western","NM3","2019-11-11","1","Surface Water","1","0.017","10","90","6.1","21","42","0.055","0.035","0.006","8","1.4","32.5","2.8","0.6","4.4","26","0.11","0.24","0.33","0.05","4.1","<0.001","1.6"
"North Western","NM3","2019-11-11","1","Middle Water","0.8","0.038","5.5","109","7.4","80","90","0.064","0.037","0.014","8","3.2","32.5","2.8","0.71","5.1","25.5","0.14","0.36","0.46","0.05","4.1","0.002","1.3"
"North Western","NM3","2019-11-11","1","Bottom Water","0.8","0.048","4.8","104","7.1","78","140","0.069","0.038","0.011","7.9","2.7","32.5","2.8","0.58","9.3","25.4","0.16","0.37","0.48","0.05","5.9","0.002","1.7"
"North Western","NM3","2019-12-13","1","Surface Water","0.4","0.075","1.4","92","6.9","1900","2700","0.11","0.04","0.014","8.1","1.8","33","1.8","1.1","15","20","0.23","0.2","0.35","0.05","7.6","0.003","1.8"
"North Western","NM3","2019-12-13","1","Middle Water","0.4","0.061","1.1","91","6.9","1300","2200","0.094","0.04","0.009","8.1","2.3","33","1.8","1.2","28","19.9","0.2","0.27","0.4","0.04","12.2","0.002","2.9"
"North Western","NM3","2019-12-13","1","Bottom Water","0.4","0.067","1.6","91","6.8","1000","2200","0.083","0.038","0.009","8.1","2.5","33.1","1.8","1.2","30","19.9","0.19","0.27","0.39","0.09","15.9","0.003","3.2"
"North Western","NM5","2019-01-23","1","Surface Water","0.6","0.13","1.9","83","6.5","630","1100","0.35","0.026","0.017","8","0.4","30.6","2","2","14","18.3","0.51","0.47","0.85","0.04","5.2","0.003","1.8"
"North Western","NM5","2019-01-23","1","Middle Water","0.5","0.13","1.4","91","7.1","1200","2100","0.34","0.026","0.016","7.9","1.3","30.7","2","1.9","31","18.5","0.5","0.65","1.02","0.05","12.4","0.003","3.5"
"North Western","NM5","2019-01-23","1","Bottom Water","0.7","0.13","1.7","92","7.2","570","1100","0.32","0.024","0.016","7.9","1.6","31","2","1.9","22","18.6","0.47","0.93","1.27","0.06","19.6","0.003","2.7"
"North Western","NM5","2019-02-22","1","Surface Water","0.6","0.13","3","89","6.8","270","570","0.58","0.025","0.017","7.9","3","26.4","2.7","1.1","5.2","21.1","0.74","0.49","1.1","0.04","4.6","0.004","1.2"
"North Western","NM5","2019-02-22","1","Middle Water","0.7","0.15","1.2","94","7.1","340","610","0.47","0.023","0.012","7.9","5.4","28","2.7","0.88","3.9","21.1","0.64","0.36","0.85","0.04","1.9","0.005","0.8"
"North Western","NM5","2019-02-22","1","Bottom Water","0.6","0.11","3.2","95","7.2","420","890","0.41","0.018","0.006","7.9","3","28.5","2.7","0.74","4.8","21.1","0.54","0.6","1.03","0.03","6.8","0.003","1"
"North Western","NM5","2019-03-04","1","Surface Water","1.2","0.1","6.5","85","6.5","9","16","0.68","0.034","0.015","8.1","2","24.7","3.3","1.3","2.8","21.4","0.81","0.43","1.14","0.03","1.2","0.005","1.1"
"North Western","NM5","2019-03-04","1","Middle Water","0.8","0.061","12","100","7.6","90","120","0.4","0.021","0.009","8.1","3","29.7","3.3","0.5","2.6","20.7","0.48","0.48","0.9","0.03","0.7","0.003","1.2"
"North Western","NM5","2019-03-04","1","Bottom Water","0.8","0.068","13","99","7.4","160","230","0.27","0.017","0.009","8.1","1.9","30.2","3.3","0.3","3.6","20.6","0.36","0.41","0.7","0.03","1.1","0.003","1.5"
"North Western","NM5","2019-04-03","1","Surface Water","0.6","0.18","1.1","83","6.2","250","460","0.71","0.04","0.024","7.8","<0.2","24.6","2.8","2.5","6.8","23","0.93","0.41","1.16","0.04","1.9","0.005","1.4"
"North Western","NM5","2019-04-03","1","Middle Water","0.3","0.14","<0.2","84","6.2","260","520","0.37","0.023","0.008","7.9","<0.2","29.1","2.8","1.7","9.4","22.3","0.53","0.36","0.75","0.03","2","0.004","2.4"
"North Western","NM5","2019-04-03","1","Bottom Water","0.6","0.14","0.8","82","6","380","710","0.3","0.017","0.011","7.9","0.4","30.6","2.8","1.4","11","22.3","0.46","0.27","0.59","0.03","2.2","0.004","2.3"
"North Western","NM5","2019-05-15","1","Surface Water","2.1","0.031","17","116","8.4","86","160","0.75","0.049","0.009","8","8.1","18.3","2.1","2.1","11","26.5","0.83","0.25","1.05","0.04","4.3","0.002","3.3"
"North Western","NM5","2019-05-15","1","Middle Water","0.9","0.082","1.9","90","6.4","1900","3000","0.44","0.026","0.016","7.8","2.7","26","2.1","1.4","9.6","25","0.55","0.32","0.79","0.03","4.9","0.002","2.6"
"North Western","NM5","2019-05-15","1","Bottom Water","0.7","0.099","1.1","83","5.9","700","2700","0.36","0.024","0.006","7.7","2.7","27.7","2.1","1.5","17","24.7","0.48","0.32","0.7","0.03","5.2","0.002","3.2"
"North Western","NM5","2019-06-20","1","Surface Water","0.6","0.08","1.6","77","5.5","2700","8600","0.98","0.051","0.014","7.4","0.3","12.6","2.2","6.1","7","29","1.11","0.39","1.42","0.05","3.3","0.002","1.2"
"North Western","NM5","2019-06-20","1","Middle Water","0.5","0.089","2.1","66","4.7","120","320","1","0.061","0.039","7.5","<0.2","19.9","2.2","6.4","8.8","27.8","1.15","0.38","1.44","0.05","3.3","0.001","1.5"
"North Western","NM5","2019-06-20","1","Bottom Water","0.2","0.096","0.8","59","4","310","550","0.36","0.047","0.013","7.5","<0.2","26.8","2.2","2.4","19","27.4","0.5","0.49","0.9","0.04","7.1","0.002","3"
"North Western","NM5","2019-07-03","1","Surface Water","0.9","0.032","12","78","5.2","50","160","0.4","0.039","0.015","8.7","3.7","16.6","2.4","3.7","5.6","31.9","0.47","0.11","0.55","0.02","18.8","0.01","1.4"
"North Western","NM5","2019-07-03","1","Middle Water","0.5","0.039","6.1","64","4.2","65","110","0.42","0.044","0.017","8.6","2.7","19.8","2.4","3.4","5.2","31.7","0.5","0.11","0.57","0.02","7.9","0.01","1.1"
"North Western","NM5","2019-07-03","1","Bottom Water","0.5","0.075","15","49","3.2","1300","2900","0.34","0.031","0.017","8.6","10","22.3","2.4","1.9","37","30.9","0.45","0.91","1.28","0.03","19.7","0.016","4.6"
"North Western","NM5","2019-08-17","1","Surface Water","0.6","0.011","1.6","112","7.8","7","13","0.86","0.16","0.036","8","0.9","17.1","2","5.4","8","29.4","1.03","0.21","1.23","0.04","4.2","<0.001","1.7"
"North Western","NM5","2019-08-17","1","Middle Water","0.5","0.041","1.9","58","3.9","52","80","0.53","0.1","0.025","7.9","1.2","26.3","2","3.6","10","28.2","0.67","0.23","0.86","0.05","4.9","0.002","1.9"
"North Western","NM5","2019-08-17","1","Bottom Water","0.4","0.048","2.4","46","3.1","500","1100","0.3","0.056","0.02","8","1.5","29.4","2","2.1","25","27.2","0.4","0.18","0.54","0.05","15.3","0.002","3.6"
"North Western","NM5","2019-09-04","1","Surface Water","0.3","0.044","0.7","89","6.1","360","1200","0.35","0.14","0.033","7.9","0.8","25.1","2","2","33","27.6","0.53","0.36","0.85","0.05","8.1","0.002","5.3"
"North Western","NM5","2019-09-04","1","Middle Water","0.2","0.056","0.4","69","4.7","170","390","0.37","0.13","0.033","7.9","1.4","25.7","2","1.9","28","27.5","0.56","0.32","0.82","0.06","9","0.003","4.6"
"North Western","NM5","2019-09-04","1","Bottom Water","0.2","0.077","0.4","64","4.4","70","310","0.39","0.11","0.034","7.9","2.6","26.6","2","2.1","48","27.3","0.58","0.27","0.77","0.07","19.1","0.004","6.2"
"North Western","NM5","2019-10-11","1","Surface Water","1.9","0.016","23","87","5.8","90","220","0.35","0.13","0.008","8.2","16","23.4","2","1.1","14","30.1","0.5","0.27","0.75","0.03","5.4","0.002","3.8"
"North Western","NM5","2019-10-11","1","Middle Water","0.6","0.038","3","80","5.2","480","1100","0.3","0.15","0.025","7.8","0.2","28.5","2","2.1","12","29.6","0.49","0.23","0.68","0.05","6.8","0.001","2.6"
"North Western","NM5","2019-10-11","1","Bottom Water","0.5","0.043","2.1","73","4.7","1700","4200","0.21","0.14","0.021","7.8","<0.2","29.7","2","2.1","33","29.3","0.39","0.7","1.05","0.05","13.6","0.002","6"
"North Western","NM5","2019-11-11","1","Surface Water","1.1","0.025","9.4","93","6.4","470","1100","0.11","0.053","0.006","8","4","31.8","2.4","0.81","4.3","25.5","0.19","0.5","0.66","0.06","3.1","0.001","1.5"
"North Western","NM5","2019-11-11","1","Middle Water","0.9","0.038","5","108","7.4","520","1300","0.11","0.048","0.012","7.9","3.4","32.1","2.4","0.84","4.6","25.4","0.2","0.34","0.5","0.05","3.4","0.002","1.2"
"North Western","NM5","2019-11-11","1","Bottom Water","0.8","0.033","5.3","106","7.3","650","1300","0.042","0.035","0.006","8","2.9","32.5","2.4","0.62","8.7","25.1","0.11","0.28","0.36","0.05","6.2","0.001","1.7"
"North Western","NM5","2019-12-13","1","Surface Water","0.5","0.11","1.5","90","6.7","940","1600","0.15","0.042","0.007","8.1","1.9","32.5","1.8","1.3","7.6","20","0.3","0.29","0.48","0.03","6.2","0.005","1.2"
"North Western","NM5","2019-12-13","1","Middle Water","0.6","0.079","0.9","92","6.9","770","1300","0.12","0.04","0.014","8.1","2.2","32.7","1.8","1.2","20","19.9","0.24","0.25","0.41","0.05","6.6","0.003","2.7"
"North Western","NM5","2019-12-13","1","Bottom Water","0.4","0.085","1.5","91","6.8","940","1600","0.098","0.039","0.009","8.1","2.2","33","1.8","1.2","14","19.9","0.22","0.41","0.55","0.11","8.5","0.003","1.8"
"North Western","NM6","2019-01-23","1","Surface Water","0.9","0.082","2.3","88","6.9","90","150","0.34","0.031","0.008","8","0.7","30.5","1.5","2.1","27","18.1","0.45","0.37","0.74","0.04","11.9","0.002","3.4"
"North Western","NM6","2019-01-23","1","Middle Water","0.7","0.092","1.9","95","7.5","100","150","0.35","0.024","0.01","8","0.2","30.5","1.5","2.1","27","18.2","0.47","0.46","0.83","0.04","10.2","0.003","2.8"
"North Western","NM6","2019-01-23","1","Bottom Water","0.6","0.082","1.5","94","7.4","120","180","0.35","0.024","0.013","8","1","30.5","1.5","2.1","30","18.1","0.46","0.87","1.24","0.04","11","0.002","3.2"
"North Western","NM6","2019-02-22","1","Surface Water","0.3","0.14","3.9","80","6.2","170","330","0.7","0.027","0.021","7.9","2.7","25.1","2.4","1.4","6.3","21","0.87","0.33","1.06","0.04","2.9","0.004","1.4"
"North Western","NM6","2019-02-22","1","Middle Water","0.4","0.11","6.3","85","6.5","160","250","0.6","0.024","0.011","7.9","1.3","26","2.4","1.2","5.9","21.1","0.73","0.63","1.25","0.04","4.3","0.003","1.2"
"North Western","NM6","2019-02-22","1","Bottom Water","0.5","0.076","1.3","89","6.7","69","80","0.38","0.017","0.003","8","6.1","28.2","2.4","0.69","6.5","20.9","0.47","0.49","0.89","0.03","4.5","0.002","1.2"
"North Western","NM6","2019-03-04","1","Surface Water","0.6","0.12","5.9","97","7.5","4","6","0.77","0.035","0.017","8.1","2.3","23.3","2.9","1.6","3.8","21.3","0.93","0.41","1.22","0.03","1.3","0.005","1.9"
"North Western","NM6","2019-03-04","1","Middle Water","1.3","0.042","16","104","7.9","80","120","0.4","0.023","0.006","8.2","2.2","27.5","2.9","0.5","3.4","20.9","0.47","0.42","0.84","0.03","2","0.002","1.2"
"North Western","NM6","2019-03-04","1","Bottom Water","0.9","0.048","15","108","8.2","70","100","0.38","0.02","0.008","8.2","1.8","27.9","2.9","0.54","3.4","20.9","0.45","0.34","0.74","0.03","2","0.002","1.4"
"North Western","NM6","2019-04-03","1","Surface Water","0.3","0.16","<0.2","77","5.7","58","120","0.68","0.038","0.021","7.8","<0.2","25","2.5","2.7","7.6","23","0.88","0.37","1.09","0.04","1.8","0.004","1.4"
"North Western","NM6","2019-04-03","1","Middle Water","0.2","0.13","0.5","66","4.9","160","320","0.55","0.032","0.017","7.9","<0.2","26.6","2.5","2","11","22.6","0.71","0.31","0.89","0.03","4.4","0.004","2.4"
"North Western","NM6","2019-04-03","1","Bottom Water","0.2","0.12","<0.2","71","5.2","240","420","0.35","0.02","0.021","7.9","<0.2","28.2","2.5","1.6","10","22.4","0.49","0.32","0.69","0.03","4.8","0.003","2.4"
"North Western","NM6","2019-05-15","1","Surface Water","3.1","0.047","18","128","9.2","24","59","0.74","0.045","0.009","8","12","18.9","1.9","2","18","26.7","0.83","0.33","1.12","0.04","4.8","0.003","5.2"
"North Western","NM6","2019-05-15","1","Middle Water","2","0.057","11","105","7.7","33","62","0.7","0.038","0.008","7.9","8","20","1.9","1.8","14","25.8","0.8","0.33","1.07","0.03","5","0.002","3.8"
"North Western","NM6","2019-05-15","1","Bottom Water","1.4","0.053","7.7","119","8.6","62","120","0.61","0.034","0.007","7.8","4.4","21","1.9","1.9","13","25.4","0.7","0.31","0.95","0.04","4.5","0.002","2.9"
"North Western","NM6","2019-06-20","1","Surface Water","0.6","0.072","3.8","71","5","570","2000","0.99","0.063","0.037","7.5","<0.2","13.6","1.8","6.1","7.9","29.1","1.13","0.56","1.61","0.06","3.5","0.002","1.5"
"North Western","NM6","2019-06-20","1","Middle Water","0.5","0.082","2.9","61","4.3","480","2200","0.85","0.062","0.033","7.5","<0.2","15.1","1.8","5.4","8.3","28.2","0.99","0.27","1.18","0.05","4.6","0.002","1.5"
"North Western","NM6","2019-06-20","1","Bottom Water","0.4","0.079","3.1","66","4.6","80","250","0.76","0.059","0.019","7.6","<0.2","18.3","1.8","4.6","13","28","0.9","0.81","1.63","0.04","6.1","0.002","2.1"
"North Western","NM6","2019-07-03","1","Surface Water","0.6","0.017","13","73","4.9","7","14","0.41","0.054","0.018","8.7","6","16.3","2.2","4","9","32","0.48","0.11","0.57","0.02","19.7","0.005","1.9"
"North Western","NM6","2019-07-03","1","Middle Water","0.6","0.026","12","66","4.4","5","12","0.42","0.039","0.015","8.7","4.3","16.3","2.2","4","9.8","32.3","0.49","0.75","1.21","0.02","19.1","0.008","1.9"
"North Western","NM6","2019-07-03","1","Bottom Water","0.3","0.025","11","74","4.9","<1","<1","0.45","0.042","0.015","8.6","3.1","17","2.2","4","11","32.1","0.52","0.13","0.62","0.03","12.7","0.007","2.3"
"North Western","NM6","2019-08-17","1","Surface Water","0.7","0.009","2.9","79","5.4","6","20","0.75","0.13","0.03","8","1.2","19.4","1.9","4.9","6.3","29.5","0.89","0.23","1.11","0.04","3.8","<0.001","1.5"
"North Western","NM6","2019-08-17","1","Middle Water","0.5","0.021","2.2","71","4.8","38","81","0.68","0.13","0.028","8","0.5","20.9","1.9","4.4","9.7","29.5","0.83","0.25","1.06","0.04","4.2","0.001","1.8"
"North Western","NM6","2019-08-17","1","Bottom Water","0.4","0.04","1.8","63","4.2","53","120","0.6","0.12","0.029","7.9","1","22.5","1.9","4.1","12","29.2","0.76","0.16","0.88","0.05","6.8","0.002","2.1"
"North Western","NM6","2019-09-04","1","Surface Water","0.5","0.025","0.4","82","5.7","290","1000","0.91","0.2","0.041","7.8","<0.2","18.2","2","2.7","9.8","28.4","1.14","0.44","1.55","0.06","4.8","<0.001","1.8"
"North Western","NM6","2019-09-04","1","Middle Water","0.5","0.025","0.5","59","4.1","410","1000","0.83","0.2","0.044","7.9","0.6","20.1","2","2.4","15","28.1","1.06","0.49","1.52","0.07","6.3","0.001","2"
"North Western","NM6","2019-09-04","1","Bottom Water","0.3","0.033","0.5","69","4.8","210","490","0.72","0.19","0.038","7.9","0.3","21.9","2","1.9","35","28","0.94","0.38","1.29","0.06","7.5","0.001","4.3"
"North Western","NM6","2019-10-11","1","Surface Water","1.9","0.4","0.8","99","6.6","10","14","0.37","0.12","0.008","8.3","50","23.4","2.3","0.55","20","29.8","0.89","0.32","0.81","0.04","5.9","0.043","5.8"
"North Western","NM6","2019-10-11","1","Middle Water","0.5","0.016","7.1","103","6.8","31","75","0.32","0.13","0.015","7.9","<0.2","26.7","2.3","1.9","22","29.3","0.47","0.29","0.74","0.04","9.5","<0.001","4.6"
"North Western","NM6","2019-10-11","1","Bottom Water","0.4","0.01","4.5","88","5.8","22","69","0.24","0.13","0.011","7.9","<0.2","28.1","2.3","2","17","29.1","0.38","0.26","0.63","0.04","9.1","<0.001","3.9"
"North Western","NM6","2019-11-11","1","Surface Water","1.1","0.01","8.9","89","6","140","280","0.093","0.044","0.006","8","3.4","31.9","2.1","0.7","6","25.7","0.15","0.24","0.38","0.05","3.6","<0.001","1.9"
"North Western","NM6","2019-11-11","1","Middle Water","1","0.036","3.3","96","6.6","310","670","0.063","0.03","0.009","8","6.1","32.3","2.1","0.63","5.4","25.1","0.13","0.22","0.31","0.05","4","0.002","1.4"
"North Western","NM6","2019-11-11","1","Bottom Water","1.2","0.032","10","118","8.1","160","310","0.037","0.019","0.009","8","3.3","32.5","2.1","0.46","6.6","25","0.09","0.3","0.36","0.05","4.7","0.001","1.7"
"North Western","NM6","2019-12-13","1","Surface Water","0.5","0.058","1.3","93","7","150","300","0.12","0.04","0.005","8.1","2.3","32.8","1.6","1.3","18","19.8","0.22","0.39","0.55","0.03","11","0.002","2.5"
"North Western","NM6","2019-12-13","1","Middle Water","0.4","0.038","1.6","93","7","180","360","0.1","0.041","0.008","8.1","2.2","32.8","1.6","1.2","33","19.7","0.18","0.3","0.44","0.07","14.7","0.002","3.6"
"North Western","NM6","2019-12-13","1","Bottom Water","0.4","0.038","2.8","94","7.1","100","140","0.11","0.038","0.009","8.1","2.8","32.9","1.6","1.2","40","19.7","0.19","0.26","0.41","0.14","21.3","0.002","4"
"North Western","NM8","2019-01-23","1","Surface Water","1.1","0.046","1.1","86","6.8","6","8","0.28","0.018","0.01","8","1","31.1","1.7","1.9","18","18","0.34","0.59","0.89","0.03","10.3","0.001","3"
"North Western","NM8","2019-01-23","1","Middle Water","0.6","0.032","1.3","96","7.5","8","19","0.21","0.013","0.011","8","0.8","31.8","1.7","1.6","40","18.1","0.26","0.72","0.94","0.04","14.8","<0.001","4.8"
"North Western","NM8","2019-01-23","1","Bottom Water","0.9","0.029","1.3","94","7.4","3","10","0.22","0.008","0.012","8","0.9","31.8","1.7","1.6","41","18.1","0.26","0.61","0.84","0.04","17.6","<0.001","4.8"
"North Western","NM8","2019-02-22","1","Surface Water","0.8","0.055","9.2","95","7.2","<1","2","0.41","0.016","0.007","8","1.6","27.5","1.9","0.76","7.6","20.9","0.48","0.29","0.72","0.03","5.4","0.002","1.9"
"North Western","NM8","2019-02-22","1","Middle Water","0.7","0.055","7.9","95","7.3","3","5","0.38","0.016","0.004","8","1.9","27.7","1.9","0.74","7.9","20.8","0.45","0.5","0.9","0.03","4.7","0.002","2"
"North Western","NM8","2019-02-22","1","Bottom Water","0.7","0.051","7.4","94","7.1","<1","5","0.39","0.016","0.003","8","2.4","28.4","1.9","0.74","7.1","20.7","0.46","0.71","1.12","0.03","5.9","0.002","1.5"
"North Western","NM8","2019-03-04","1","Surface Water","0.9","0.029","8.5","102","7.8","3","3","0.39","0.02","0.004","8.3","1.6","27.4","3.1","0.56","2.7","21.1","0.44","0.33","0.74","<0.02","1.4","0.002","1.4"
"North Western","NM8","2019-03-04","1","Middle Water","2.3","0.025","19","114","8.6","<1","<1","0.31","0.015","<0.002","8.2","4","29.8","3.1","0.41","5.1","20.7","0.35","0.53","0.86","0.02","2.1","0.001","2.6"
"North Western","NM8","2019-03-04","1","Bottom Water","1.5","0.009","14","115","8.6","<1","<1","0.1","0.005","<0.002","8.2","2.6","31.6","3.1","0.2","13","20.4","0.11","0.81","0.92","<0.02","2.4","<0.001","3.9"
"North Western","NM8","2019-04-03","1","Surface Water","0.6","0.068","0.9","86","6.2","1","1","0.26","0.017","0.005","7.9","0.4","30.2","2.4","1.1","11","23","0.35","0.22","0.5","<0.02","2.8","0.002","2.2"
