"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Port Shelter","PM6","2020-05-27","1","Middle Water","0.8","0.059","1.5","85","5.7","4","32","0.035","0.006","0.004","8","2","32.4","3.8","0.2","1.3","26.6","0.1","0.31","0.35","<0.02","1.3","0.003","0.7"
"Port Shelter","PM6","2020-05-27","1","Bottom Water","0.7","0.064","0.9","69","4.7","640","640","0.029","0.007","0.004","7.9","0.7","32.8","3.8","0.29","2.4","26.1","0.1","0.97","1.01","<0.02","2.1","0.003","1"
"Port Shelter","PM6","2020-06-19","1","Surface Water","1","0.045","3","97","6.3","2","20","0.08","0.011","0.004","8.3","1.5","27.5","3.5","0.06","11","29.9","0.14","0.74","0.83","0.03","1.7","0.005","1.8"
"Port Shelter","PM6","2020-06-19","1","Middle Water","0.9","0.048","2.2","89","6","<1","7","0.057","0.012","0.004","8","2","32.7","3.5","0.52","7.2","26.1","0.12","0.75","0.82","0.03","1.2","0.002","1.4"
"Port Shelter","PM6","2020-06-19","1","Bottom Water","0.9","0.062","1.9","27","1.9","1","7","0.065","0.016","0.012","8","1.3","34.2","3.5","1.2","12","23.3","0.14","0.43","0.51","0.04","2.3","0.002","1.8"
"Port Shelter","PM6","2020-07-15","1","Surface Water","1.7","0.036","2.4","79","5.2","1","11","<0.002","<0.002","0.013","8","0.7","33.5","3.1","1.2","2.9","27.3","0.04","0.11","0.11","0.06","2.2","0.002","1.4"
"Port Shelter","PM6","2020-07-15","1","Middle Water","1.3","0.037","1.7","76","5.2","2","3","<0.002","<0.002","0.016","8","0.5","34.8","3.1","0.93","2","24.2","0.04","0.31","0.31","0.05","2","0.002","0.9"
"Port Shelter","PM6","2020-07-15","1","Bottom Water","1.4","0.089","4.5","52","3.3","<1","1","<0.002","0.005","0.025","7.8","1.2","34.5","3.1","1.9","2.2","22.1","0.1","0.33","0.34","0.09","3.2","0.002","0.8"
"Port Shelter","PM6","2020-09-28","1","Surface Water","1.4","0.022","6.8","90","6","27","92","0.012","<0.002","0.003","7.9","1.4","28.5","2","1.1","1.9","28.3","0.04","0.29","0.3","0.07","2.9","0.001","1.2"
"Port Shelter","PM6","2020-09-28","1","Middle Water","1.2","0.016","4.4","91","5.9","17","46","0.022","<0.002","0.003","7.9","1.6","31.5","2","0.72","1.8","29","0.04","0.29","0.31","0.07","2.4","<0.001","1"
"Port Shelter","PM6","2020-09-28","1","Bottom Water","0.8","0.031","2.1","77","5","15","23","<0.002","<0.002","0.004","7.9","1.7","32.1","2","0.67","8.7","29.3","0.04","0.25","0.25","0.06","2.5","0.001","2.5"
"Port Shelter","PM6","2020-10-28","1","Surface Water","1.4","0.019","4.6","100","6.8","6","11","0.002","0.002","0.017","8.1","1.3","33","2.1","0.42","1.8","25.4","0.02","0.24","0.24","0.05","3.5","0.001","1"
"Port Shelter","PM6","2020-10-28","1","Middle Water","1.1","0.018","3.9","101","6.9","2","16","0.002","0.003","0.02","8.1","1.7","33.3","2.1","0.56","2.3","25","0.02","0.28","0.29","0.06","3.8","<0.001","0.8"
"Port Shelter","PM6","2020-10-28","1","Bottom Water","0.9","0.016","2.7","96","6.6","3","5","<0.002","0.005","0.025","8.1","1.4","33.4","2.1","0.66","2.7","24.9","0.02","0.13","0.14","0.05","5","<0.001","0.9"
"Port Shelter","PM6","2020-11-12","1","Surface Water","1.1","0.023","6.1","88","6.1","<1","1","0.011","0.002","0.006","7.8","1.5","32.7","2.7","0.34","17","23.6","0.04","0.2","0.21","0.06","3.9","<0.001","4.2"
"Port Shelter","PM6","2020-11-12","1","Middle Water","1","0.027","3.9","99","6.9","2","10","0.009","0.003","0.007","7.8","1.9","32.8","2.7","0.32","18","23.6","0.04","0.51","0.52","0.05","4.2","<0.001","4.1"
"Port Shelter","PM6","2020-11-12","1","Bottom Water","0.9","0.028","2.8","95","6.7","2","8","0.01","0.003","0.004","7.8","1","32.8","2.7","0.37","17","23.6","0.04","0.52","0.53","0.05","6.9","<0.001","2.9"
"Port Shelter","PM6","2020-11-25","1","Surface Water","0.8","0.09","1.5","89","6.2","2","15","0.051","0.003","0.007","8","1.7","32","2.9","0.9","<0.5","24.4","0.14","0.26","0.31","0.06","2.7","0.004","<0.5"
"Port Shelter","PM6","2020-11-25","1","Middle Water","0.8","0.084","2.3","94","6.6","1","7","0.049","0.004","0.007","8","1.2","32.2","2.9","0.9","0.6","23.8","0.14","0.35","0.4","0.06","3.7","0.003","0.5"
"Port Shelter","PM6","2020-11-25","1","Bottom Water","0.8","0.047","1.8","109","7.6","<1","6","0.042","0.003","0.007","8","1.4","32.2","2.9","0.73","<0.5","23.7","0.09","0.33","0.38","0.06","2.5","0.002","<0.5"
"Port Shelter","PM6","2020-12-09","1","Surface Water","0.9","0.04","5.1","87","6.5","9","22","0.006","0.003","0.005","7.7","1.5","32.1","2.7","0.19","6.7","20.6","0.05","0.3","0.31","0.05","5.6","<0.001","1.2"
"Port Shelter","PM6","2020-12-09","1","Middle Water","1","0.052","6","86","6.4","8","19","0.004","0.004","0.006","7.7","1.3","32.2","2.7","0.18","2.2","20.7","0.06","0.31","0.32","0.04","3.5","<0.001","1"
"Port Shelter","PM6","2020-12-09","1","Bottom Water","0.8","0.045","5","90","6.7","2","4","0.012","0.004","0.007","7.7","3.4","32.3","2.7","0.22","4","20.8","0.06","0.23","0.25","0.04","5.6","<0.001","1.2"
"Port Shelter","PM7","2020-01-08","1","Surface Water","0.5","0.04","1.4","86","6.4","<1","<1","0.02","0.003","0.006","8.3","<0.2","32.5","5","0.66","6.2","20.2","0.06","0.6","0.62","0.03","0.2","0.002","1.3"
"Port Shelter","PM7","2020-01-08","1","Middle Water","0.4","0.054","1.6","109","8.2","<1","<1","0.018","0.003","0.006","8.3","<0.2","32.5","5","0.67","7.2","19.9","0.08","0.16","0.18","0.03","0.1","0.003","1.6"
"Port Shelter","PM7","2020-01-08","1","Bottom Water","0.2","0.042","<0.2","95","7.2","<1","<1","0.04","0.004","0.01","8.2","1.5","32.5","5","0.71","6.6","19.7","0.09","0.35","0.39","0.04","1","0.002","1.4"
"Port Shelter","PM7","2020-02-26","1","Surface Water","0.3","0.027","0.2","102","7.6","<1","<1","<0.002","<0.002","0.005","8.4","1.5","32.7","4","0.78","8.6","20.5","0.03","0.5","0.5","0.02","0.2","0.002","1.3"
"Port Shelter","PM7","2020-02-26","1","Middle Water","0.5","0.018","1.4","104","8","<1","<1","<0.002","<0.002","0.004","8.3","1.1","33.1","4","0.72","14","18.5","0.02","0.62","0.62","0.02","0.5","0.001","3.2"
"Port Shelter","PM7","2020-02-26","1","Bottom Water","0.6","0.029","0.6","92","7.1","<1","<1","0.003","0.004","0.005","8.3","1.5","33.3","4","0.68","7","18.6","0.04","0.51","0.52","0.02","2.3","0.001","1"
"Port Shelter","PM7","2020-03-25","1","Surface Water","1.1","0.031","0.7","98","7.2","<1","<1","0.016","<0.002","0.016","8.5","0.6","33.1","4.5","0.46","0.8","21.3","0.05","0.46","0.48","0.02","1","0.003","0.8"
"Port Shelter","PM7","2020-03-25","1","Middle Water","1.1","0.05","1.1","105","7.7","<1","<1","0.014","<0.002","0.014","8.5","0.8","33.2","4.5","0.46","1.7","21","0.07","0.63","0.65","<0.02","0.9","0.004","0.7"
"Port Shelter","PM7","2020-03-25","1","Bottom Water","1.1","0.025","1.1","90","6.8","<1","<1","0.016","<0.002","0.016","8.3","1.1","33.1","4.5","0.52","0.6","19.6","0.04","0.39","0.41","<0.02","1.1","0.002","0.5"
"Port Shelter","PM7","2020-04-22","1","Surface Water","0.5","0.016","1","106","7.4","<1","9","<0.002","0.002","0.01","7.7","<0.2","33.5","3.9","0.07","5.4","23.6","0.02","0.2","0.2","<0.02","1.3","<0.001","1.2"
"Port Shelter","PM7","2020-04-22","1","Middle Water","0.7","0.079","0.6","102","7.2","1","5","0.03","0.004","0.009","7.7","0.7","33.5","3.9","0.13","5.4","23.4","0.11","0.12","0.15","<0.02","1.6","0.001","1.1"
"Port Shelter","PM7","2020-04-22","1","Bottom Water","0.7","0.015","0.8","80","5.8","<1","1","<0.002","0.004","0.009","7.6","<0.2","34","3.9","0.08","7.4","21.4","0.02","0.08","0.09","<0.02","3","<0.001","1.5"
"Port Shelter","PM7","2020-05-27","1","Surface Water","0.7","0.05","0.5","99","6.6","<1","2","0.04","0.004","0.003","8","0.8","30.8","6.7","0.18","<0.5","27.5","0.09","0.1","0.14","<0.02","2.6","0.002","<0.5"
"Port Shelter","PM7","2020-05-27","1","Middle Water","0.6","0.035","0.2","86","5.8","1","2","0.015","0.008","0.005","8","0.9","32.8","6.7","0.16","0.5","26","0.06","0.24","0.26","<0.02","1","0.001","<0.5"
"Port Shelter","PM7","2020-05-27","1","Bottom Water","0.5","0.041","0.7","71","4.8","<1","<1","0.008","0.017","0.006","7.9","<0.2","33.4","6.7","0.23","1","25.2","0.07","0.79","0.82","<0.02","1","0.001","0.7"
"Port Shelter","PM7","2020-06-19","1","Surface Water","0.7","0.044","2","92","6","<1","2","0.091","0.01","0.003","8.3","<0.2","27.5","3","<0.05","8","29.6","0.15","0.9","1","0.02","0.9","0.005","1.6"
"Port Shelter","PM7","2020-06-19","1","Middle Water","0.8","0.047","1.9","53","3.7","<1","1","0.049","0.012","0.007","7.9","0.7","34.1","3","0.44","6.6","23.6","0.11","0.38","0.44","0.03","1","0.002","1"
"Port Shelter","PM7","2020-06-19","1","Bottom Water","0.5","0.028","0.6","48","3.4","<1","<1","0.036","0.033","0.016","7.9","0.6","34.3","3","0.97","7.8","22.5","0.1","0.15","0.22","0.03","3","<0.001","1.1"
"Port Shelter","PM7","2020-07-15","1","Surface Water","1","0.018","0.8","79","5.1","<1","<1","<0.002","<0.002","0.008","8.1","<0.2","33.2","3","0.69","3","28.8","0.02","0.18","0.18","0.05","1","0.001","1.3"
"Port Shelter","PM7","2020-07-15","1","Middle Water","0.9","0.03","1.2","76","5.4","<1","<1","<0.002","<0.002","0.009","8.1","0.5","34.5","3","0.61","1.4","22.4","0.03","0.23","0.23","0.08","1.8","0.001","0.6"
"Port Shelter","PM7","2020-07-15","1","Bottom Water","0.9","0.035","1.7","43","3.1","<1","1","0.009","0.005","0.015","8","1.3","34.4","3","0.75","2.4","21.5","0.05","0.17","0.18","0.04","5","0.001","0.8"
"Port Shelter","PM7","2020-08-27","1","Surface Water","0.8","0.007","1.6","88","5.6","<1","17","<0.002","<0.002","0.006","8.1","1.3","30.7","3.6","0.35","<0.5","30.2","0.01","0.62","0.62","0.04","2.7","<0.001","<0.5"
"Port Shelter","PM7","2020-08-27","1","Middle Water","0.9","0.007","4.5","89","5.9","<1","9","<0.002","0.004","0.014","8","1.4","33.3","3.6","0.29","0.6","26.6","0.01","0.33","0.34","0.04","3.4","<0.001","<0.5"
"Port Shelter","PM7","2020-08-27","1","Bottom Water","0.8","0.01","4.8","40","2.7","<1","<1","<0.002","0.006","0.012","7.9","1.1","34","3.6","0.39","1","24.5","0.02","0.33","0.34","0.05","7.5","<0.001","<0.5"
"Port Shelter","PM7","2020-09-28","1","Surface Water","0.8","<0.005","2.3","90","5.8","<1","<1","0.005","<0.002","0.004","8","1.2","31.5","4","0.18","0.6","28.7","0.01","0.2","0.21","0.07","2.3","<0.001","0.6"
"Port Shelter","PM7","2020-09-28","1","Middle Water","0.7","0.006","2.5","95","6.1","<1","<1","0.007","<0.002","0.005","8","1.3","31.8","4","0.24","2.6","28.8","0.02","0.14","0.15","0.06","2.3","<0.001","1.2"
"Port Shelter","PM7","2020-09-28","1","Bottom Water","0.6","0.009","2.4","86","5.6","<1","<1","0.004","<0.002","0.005","8","0.9","32.2","4","0.27","1.3","29.1","0.02","0.22","0.23","0.06","4.2","<0.001","0.8"
"Port Shelter","PM7","2020-10-28","1","Surface Water","1.3","0.017","3.9","83","5.7","<1","<1","<0.002","0.004","0.014","8.1","1.1","33.3","2.4","0.6","1.7","25.1","0.02","0.12","0.13","0.06","4.3","<0.001","0.8"
"Port Shelter","PM7","2020-10-28","1","Middle Water","0.9","0.021","3.4","100","6.8","<1","<1","0.004","0.003","0.017","8.1","1.4","33.4","2.4","0.63","2.3","25","0.03","0.14","0.15","0.05","3.4","0.001","0.8"
"Port Shelter","PM7","2020-10-28","1","Bottom Water","0.8","0.017","2.2","96","6.6","<1","<1","<0.002","0.004","0.024","8.1","1.2","33.4","2.4","0.69","2.5","24.8","0.02","0.18","0.19","0.05","3.4","<0.001","0.8"
"Port Shelter","PM7","2020-11-12","1","Surface Water","0.7","0.022","1.7","90","6.4","<1","<1","0.039","0.004","0.004","7.8","1.1","32.7","3.8","0.47","8.8","23.1","0.07","0.27","0.31","0.07","4.1","<0.001","2.1"
"Port Shelter","PM7","2020-11-12","1","Middle Water","0.7","0.022","1.7","98","6.9","<1","<1","0.052","0.003","0.012","7.8","0.9","32.8","3.8","0.46","12","23.4","0.08","0.62","0.68","0.14","3.2","<0.001","2.6"
"Port Shelter","PM7","2020-11-12","1","Bottom Water","0.5","0.023","1.2","98","6.9","<1","<1","0.05","0.003","0.006","7.8","0.9","32.8","3.8","0.51","11","23.5","0.08","0.76","0.81","0.05","2.9","<0.001","1.7"
"Port Shelter","PM7","2020-12-09","1","Surface Water","0.7","0.058","1","86","6.3","<1","<1","0.035","0.005","0.008","7.8","1.5","32.3","4.6","0.29","1.6","20.7","0.1","0.26","0.3","0.04","3.7","0.001","<0.5"
"Port Shelter","PM7","2020-12-09","1","Middle Water","0.5","0.046","<0.2","93","6.9","<1","<1","0.037","0.006","0.006","7.8","2.1","32.3","4.6","0.3","1.2","20.7","0.09","0.23","0.27","0.04","2.7","<0.001","<0.5"
"Port Shelter","PM7","2020-12-09","1","Bottom Water","0.6","0.039","2.4","97","7.2","<1","<1","0.029","0.005","0.007","7.8","3.3","32.3","4.6","0.27","1","20.7","0.07","0.31","0.34","0.04","3.1","<0.001","0.6"
"Port Shelter","PM8","2020-01-08","1","Surface Water","0.3","0.057","1.2","85","6.4","<1","1","0.032","0.005","0.009","8.3","<0.2","32.4","4.7","0.63","7.5","20.2","0.09","0.62","0.66","0.03","1","0.003","1.5"
"Port Shelter","PM8","2020-01-08","1","Middle Water","0.2","0.039","0.6","102","7.7","<1","1","0.054","0.006","0.012","8.2","<0.2","32.4","4.7","0.75","8.1","19.7","0.1","0.47","0.53","0.04","0.2","0.002","1.7"
"Port Shelter","PM8","2020-01-08","1","Bottom Water","<0.1","0.036","0.5","94","7.1","<1","<1","0.058","0.007","0.008","8.2","2.3","32.5","4.7","0.76","11","19.6","0.1","0.58","0.65","0.03","4.6","0.002","2.6"
"Port Shelter","PM8","2020-04-22","1","Surface Water","0.7","0.03","0.9","104","7.4","<1","<1","<0.002","0.004","0.011","7.7","0.4","33.6","5","0.07","5.3","23.1","0.04","0.15","0.16","<0.02","0.4","<0.001","1.3"
"Port Shelter","PM8","2020-04-22","1","Middle Water","0.6","0.019","1","107","7.6","<1","<1","<0.002","0.004","0.007","7.7","1","33.6","5","<0.05","5.4","22.9","0.03","<0.05","0.06","<0.02","0.9","<0.001","1.2"
"Port Shelter","PM8","2020-04-22","1","Bottom Water","0.6","0.021","<0.2","83","6","<1","<1","<0.002","0.004","<0.002","7.6","1.4","34.3","5","<0.05","8.3","21.7","0.03","0.2","0.21","<0.02","5.2","<0.001","1.6"
"Port Shelter","PM8","2020-05-27","1","Surface Water","0.9","0.038","0.8","96","6.3","1","6","0.039","0.004","0.004","8","0.8","31.3","5.2","0.13","1.3","27.4","0.08","0.33","0.37","<0.02","1.8","0.002","1"
"Port Shelter","PM8","2020-05-27","1","Middle Water","0.6","0.035","<0.2","86","5.8","<1","<1","0.02","0.007","0.004","8","1.1","33","5.2","0.17","0.9","25.8","0.06","0.16","0.19","<0.02","1","0.002","0.5"
"Port Shelter","PM8","2020-05-27","1","Bottom Water","0.4","0.026","0.4","54","3.7","<1","1","<0.002","0.02","0.005","7.8","<0.2","33.8","5.2","0.29","<0.5","24.5","0.05","0.58","0.6","<0.02","2.1","<0.001","<0.5"
"Port Shelter","PM8","2020-06-19","1","Surface Water","0.7","0.041","1.8","86","5.7","<1","1","0.077","0.01","0.002","8.2","<0.2","30.2","4.1","<0.05","7.8","28.6","0.13","0.44","0.53","<0.02","1.5","0.004","1.3"
"Port Shelter","PM8","2020-06-19","1","Middle Water","0.6","0.04","1.2","55","3.8","<1","<1","0.034","0.025","0.011","8","0.7","34.2","4.1","0.57","6.8","23.1","0.1","0.17","0.23","0.02","1.5","0.001","1"
"Port Shelter","PM8","2020-06-19","1","Bottom Water","0.5","0.031","0.2","56","4","<1","1","0.038","0.026","0.016","8","0.3","34.3","4.1","0.93","8.5","22.4","0.1","0.15","0.21","0.03","2.6","0.001","1.1"
"Port Shelter","PM8","2020-07-15","1","Surface Water","1.1","0.022","1","86","5.5","<1","<1","<0.002","<0.002","0.007","8.1","<0.2","33.3","4.7","0.6","2.6","29.5","0.03","0.27","0.27","0.05","5.7","0.002","1"
"Port Shelter","PM8","2020-07-15","1","Middle Water","0.8","0.025","1.7","83","5.9","<1","<1","<0.002","<0.002","0.01","8.1","<0.2","34.4","4.7","0.41","1","22","0.03","0.16","0.16","0.04","1.8","0.001","0.5"
"Port Shelter","PM8","2020-07-15","1","Bottom Water","0.8","0.032","2.5","56","4","<1","<1","0.026","0.012","0.018","8","0.7","34.4","4.7","0.77","3.2","21.4","0.07","0.16","0.2","0.05","5.2","<0.001","0.7"
"Port Shelter","PM8","2020-09-28","1","Surface Water","0.6","0.012","3.4","86","5.5","<1","<1","<0.002","<0.002","0.005","8","0.7","32.1","3.6","0.34","1.5","28.8","0.02","0.41","0.41","0.07","2.6","<0.001","0.9"
"Port Shelter","PM8","2020-09-28","1","Middle Water","0.7","0.014","2.5","90","5.8","<1","<1","0.004","<0.002","0.005","8","1.6","32.2","3.6","0.38","1.2","29","0.02","0.11","0.12","0.07","2.8","<0.001","0.8"
"Port Shelter","PM8","2020-09-28","1","Bottom Water","0.4","0.019","2.2","91","5.9","<1","<1","<0.002","<0.002","0.005","8","1","32.2","3.6","0.47","3","29","0.02","0.22","0.22","0.06","2.8","0.001","1"
"Port Shelter","PM8","2020-10-28","1","Surface Water","0.9","0.026","2.6","90","6.1","<1","<1","<0.002","0.007","0.023","8.1","0.4","33.4","3.1","0.74","1.6","24.8","0.04","0.1","0.11","0.05","4","0.001","0.7"
"Port Shelter","PM8","2020-10-28","1","Middle Water","0.8","0.016","2","96","6.6","<1","<1","<0.002","0.004","0.021","8.1","1","33.4","3.1","0.82","1.8","24.8","0.02","0.11","0.12","0.06","3.2","<0.001","0.7"
"Port Shelter","PM8","2020-10-28","1","Bottom Water","0.8","0.02","1.6","91","6.3","<1","1","<0.002","0.009","0.017","8.1","1.2","33.4","3.1","0.79","1.8","24.7","0.03","0.11","0.12","0.05","5.2","<0.001","0.6"
"Port Shelter","PM8","2020-11-12","1","Surface Water","0.5","0.016","1.4","88","6.2","<1","1","0.063","0.006","0.009","7.8","<0.2","32.7","3.3","0.57","8.4","23.4","0.09","0.41","0.48","0.08","3.4","<0.001","1.9"
"Port Shelter","PM8","2020-11-12","1","Middle Water","0.4","0.024","1.3","96","6.8","<1","<1","0.038","0.005","0.008","7.8","1.2","32.7","3.3","0.57","17","23.4","0.07","0.62","0.66","0.05","3.7","<0.001","3.6"
"Port Shelter","PM8","2020-11-12","1","Bottom Water","0.6","0.018","0.8","97","6.9","<1","<1","0.072","0.003","0.01","7.8","0.7","32.7","3.3","0.59","11","23.4","0.09","0.17","0.25","0.06","3.8","<0.001","1.6"
"Port Shelter","PM9","2020-01-08","1","Surface Water","0.3","0.043","1.7","83","6.2","<1","<1","0.006","0.002","0.007","8.3","<0.2","32.4","6.5","0.6","7.5","20.5","0.05","0.6","0.61","0.03","1.2","0.003","1.4"
"Port Shelter","PM9","2020-01-08","1","Middle Water","0.4","0.028","1.2","105","7.9","<1","<1","0.032","0.005","0.006","8.3","<0.2","32.4","6.5","0.7","6.3","19.9","0.07","0.52","0.56","0.03","0.3","0.002","1.5"
"Port Shelter","PM9","2020-01-08","1","Bottom Water","0.2","0.036","1.7","95","7.2","<1","<1","0.041","0.009","0.007","8.2","2","32.5","6.5","0.68","14","19.6","0.09","0.35","0.4","0.04","2.2","0.002","2.6"
"Port Shelter","PM9","2020-04-22","1","Surface Water","0.5","0.023","0.8","97","6.7","<1","<1","<0.002","0.002","0.009","7.7","0.3","33.6","3.7","0.08","6.5","23.8","0.03","<0.05","0.05","<0.02","0.6","<0.001","1.9"
"Port Shelter","PM9","2020-04-22","1","Middle Water","0.6","0.016","0.9","93","6.5","<1","<1","<0.002","0.004","0.01","7.7","0.4","33.6","3.7","0.09","5.7","23.4","0.02","<0.05","0.06","<0.02","0.8","<0.001","1.1"
"Port Shelter","PM9","2020-04-22","1","Bottom Water","1.6","0.028","0.5","84","6.1","1","1","<0.002","0.004","0.007","7.6","1","34","3.7","0.11","8","21.4","0.03","0.05","0.06","<0.02","3.6","<0.001","1.5"
"Port Shelter","PM9","2020-05-27","1","Surface Water","0.6","0.05","0.2","76","5","<1","4","0.031","0.005","0.003","7.9","0.9","31.9","4.8","0.43","0.9","27.3","0.09","0.44","0.48","<0.02","1.9","0.002","0.7"
"Port Shelter","PM9","2020-05-27","1","Middle Water","0.6","0.038","<0.2","81","5.5","<1","<1","0.02","0.01","0.004","7.9","1.4","32.9","4.8","0.33","0.9","26","0.07","0.32","0.35","<0.02","0.8","0.001","<0.5"
"Port Shelter","PM9","2020-05-27","1","Bottom Water","0.5","0.04","0.3","58","3.9","<1","<1","0.013","0.024","0.004","7.8","0.8","33.5","4.8","0.49","1.6","25","0.08","0.38","0.42","<0.02","3.4","0.001","<0.5"
"Port Shelter","PM9","2020-06-19","1","Surface Water","0.7","0.037","1.5","90","5.8","<1","<1","0.087","0.009","0.004","8.2","0.2","28.6","4.6","<0.05","6.6","29.4","0.13","0.82","0.92","<0.02","0.8","0.004","1"
"Port Shelter","PM9","2020-06-19","1","Middle Water","0.8","0.036","1.5","67","4.6","<1","1","0.044","0.016","0.006","7.9","0.7","34","4.6","0.47","7.9","24.1","0.1","0.45","0.51","0.02","1","0.001","1.2"
"Port Shelter","PM9","2020-06-19","1","Bottom Water","0.8","0.039","0.7","44","3.1","<1","<1","0.045","0.027","0.012","7.8","0.9","34.3","4.6","1.1","12","22.8","0.11","0.14","0.21","0.04","5","0.001","1.7"
"Port Shelter","PM9","2020-07-15","1","Surface Water","0.7","0.025","1.4","88","5.7","<1","<1","<0.002","<0.002","0.007","8","<0.2","33.5","5.7","0.3","2.1","28.3","0.03","0.09","0.09","0.04","1","0.001","0.9"
"Port Shelter","PM9","2020-07-15","1","Middle Water","0.8","0.043","1.1","81","5.7","<1","<1","<0.002","<0.002","0.009","8","<0.2","34.7","5.7","0.35","0.7","22.8","0.05","0.33","0.33","0.06","1.7","0.002","<0.5"
"Port Shelter","PM9","2020-07-15","1","Bottom Water","1.3","0.038","15","61","4.4","<1","2","<0.002","0.002","0.015","7.9","2","34.4","5.7","0.82","4.2","21.6","0.04","0.43","0.43","0.16","4.7","0.001","1.2"
"Port Shelter","PM9","2020-09-28","1","Surface Water","0.8","<0.005","2.9","88","5.6","<1","1","<0.002","<0.002","0.006","8.1","0.9","32.1","3","0.39","3.5","29","<0.01","0.16","0.16","0.07","3.1","<0.001","1.6"
"Port Shelter","PM9","2020-09-28","1","Middle Water","0.6","0.006","2.5","97","6.2","<1","<1","0.006","<0.002","0.005","8","1.7","32.2","3","0.4","4","29","0.01","0.18","0.19","0.06","3.2","<0.001","1.4"
"Port Shelter","PM9","2020-09-28","1","Bottom Water","0.6","0.012","2.9","90","5.8","<1","1","0.004","<0.002","0.006","8","0.8","32.2","3","0.41","4.2","29","0.02","0.23","0.24","0.07","3.9","<0.001","2.5"
"Port Shelter","PM9","2020-10-28","1","Surface Water","1.1","0.023","3","86","5.9","<1","1","<0.002","0.004","0.019","8.1","1.1","33.3","3","0.79","1","24.9","0.03","0.09","0.1","0.05","3.8","0.001","0.7"
"Port Shelter","PM9","2020-10-28","1","Middle Water","0.8","0.02","2.2","99","6.8","<1","<1","<0.002","0.004","0.014","8.1","1","33.3","3","0.81","1.2","24.8","0.03","0.06","0.07","0.05","3","0.001","0.7"
"Port Shelter","PM9","2020-10-28","1","Bottom Water","0.7","0.02","1.4","89","6.1","<1","<1","0.007","0.013","0.028","8","0.9","33.7","3","0.94","1.4","24.3","0.04","0.12","0.14","0.05","12.3","<0.001","0.5"
"Port Shelter","PM9","2020-11-12","1","Surface Water","0.7","0.016","2.7","92","6.5","<1","<1","0.031","0.004","0.006","7.9","1.3","32.6","3","0.45","8.5","23.2","0.05","0.54","0.58","0.05","3.4","<0.001","1.5"
"Port Shelter","PM9","2020-11-12","1","Middle Water","0.6","0.018","3.8","100","7","<1","<1","0.056","0.005","0.005","7.9","0.8","32.7","3","0.43","16","23.3","0.08","0.32","0.38","0.06","3.3","<0.001","3.9"
"Port Shelter","PM9","2020-11-12","1","Bottom Water","0.6","0.021","2.8","99","7","<1","<1","0.057","0.003","0.005","7.9","1.8","32.7","3","0.47","10","23.2","0.08","0.47","0.53","0.05","8.5","<0.001","2.2"
"Port Shelter","PT2","2020-01-08","1","Surface Water","1","0.061","2.9","97","7.1","36","180","<0.002","<0.002","0.006","8.3","1.7","32.4","2.6","0.89","8.2","21.2","0.07","0.47","0.47","0.04","1.9","0.004","1.7"
"Port Shelter","PT2","2020-05-27","1","Surface Water","0.8","0.095","0.4","86","5.7","50","410","0.072","0.01","0.006","7.9","<0.2","31","2.9","0.72","1.6","27.5","0.18","0.49","0.57","0.03","6.9","0.004","0.9"
"Port Shelter","PT2","2020-07-15","1","Surface Water","1.2","0.032","2.6","84","5.4","7","60","<0.002","<0.002","0.007","7.9","0.8","33.2","2.4","1.1","2.4","29","0.04","0.34","0.34","0.05","1.3","0.001","0.6"
"Port Shelter","PT2","2020-10-28","1","Surface Water","1.2","0.043","2.3","80","5.4","340","1600","0.006","0.003","0.012","7.9","1.3","33","1.8","0.41","2.1","25.4","0.05","0.82","0.83","0.05","4.2","0.001","0.7"
"Port Shelter","PT2","2020-11-12","1","Surface Water","1","0.031","2.6","85","5.9","86","250","0.011","0.003","0.004","7.9","1.3","32.6","2","0.44","9.1","23.8","0.05","0.13","0.14","0.07","3.5","0.001","2.4"
"Port Shelter","PT3","2020-01-08","1","Surface Water","0.7","0.056","1.2","83","6.1","2","2","<0.002","0.002","0.005","8.3","1.4","32.5","3.1","0.71","5.9","21.4","0.06","0.3","0.3","0.03","2.4","0.004","1.2"
"Port Shelter","PT3","2020-01-08","1","Middle Water","0.7","0.048","1.1","105","7.7","2","2","<0.002","0.003","0.006","8.3","1.6","32.5","3.1","0.69","7.3","21.3","0.05","0.33","0.34","0.03","0.9","0.003","1.4"
"Port Shelter","PT3","2020-01-08","1","Bottom Water","0.8","0.056","1.6","107","7.8","1","1","<0.002","<0.002","0.005","8.3","2","32.5","3.1","0.7","7.7","21.2","0.06","0.26","0.26","0.02","0.9","0.004","1.6"
